Date,HML,SG,SV,BG,BV,MOM,SL,SH,BL,BH
201808,-3.94,5.7312,2.3584,5.3229,0.8061,5.29,2.72,6.39,0.75,7.66
201809,-1.7,-1.745,-2.8136,0.6155,-1.7224,0.04,-2.01,-2.43,0.23,0.72
201810,3.4,-13.326,-9.23,-8.2352,-5.528,-1.99,-11.76,-12.03,-5.54,-9.25
201811,0.3,1.0429,0.843,1.4647,2.2556,-1.37,2.65,0.84,0.79,-0.15
201812,-1.84,-12.1073,-12.6292,-8.4193,-11.5847,2.11,-14.21,-11.35,-9.91,-8.57
201901,-0.46,12.898,11.0416,8.2064,9.1348,-8.68,17.8,8.94,16.04,7.55
201902,-2.67,6.4494,3.6335,3.7318,1.2013,0.86,4.97,5.41,2.73,4.01
201903,-4.17,-0.6693,-4.3414,2.7699,-1.8982,2.21,-3.34,-1.39,0.08,2.54
201904,2.15,2.3065,3.2851,4.0073,7.3301,-2.97,3.49,1.48,6.41,2.49
201905,-2.37,-7.1289,-9.942,-6.3698,-8.2928,7.56,-12.62,-5.92,-13.28,-4.85
201906,-0.71,8.259,6.4698,7.0754,7.4528,-2.3,7.81,7.45,10.69,6.45
201907,0.48,-0.7976,-0.621,1.8103,2.5952,2.89,-3.13,2.46,0.59,0.78
201908,-4.78,-4.1984,-8.0669,-1.0204,-6.7096,6.92,-8.94,-3.58,-8.28,0.2
201909,6.75,-2.4907,5.5525,0.3214,5.7834,-6.81,5.79,-2.04,5.59,-0.21
201910,-1.91,4.4627,0.6591,2.6102,2.5924,0.15,0.16,3.47,3.76,0.75
201911,-2.02,6.1075,3.5075,4.3949,2.9569,-2.66,4.76,3.63,6.79,2.6
201912,1.75,2.7577,4.7567,2.757,4.2651,-1.77,6.11,3.47,3.86,2.95
202001,-6.25,-1.8502,-8.2098,1.6837,-4.4505,5.98,-7.21,-1.6,-4.34,2.01
202002,-3.81,-6.1507,-9.9821,-7.0477,-10.8278,-0.4,-8.98,-7.64,-5.74,-7.89
202003,-13.87,-18.6226,-28.1282,-8.9985,-27.2267,7.97,-25.62,-22.79,-24.39,-11.28
202004,-1.33,18.3099,15.6298,14.3817,14.3994,-5.23,24.41,18.38,17.18,12.75
202005,-4.88,11.2651,4.2357,6.058,3.329,0.43,8.44,7.22,3.47,5.54
202006,-2.2,5.446,3.5082,3.5334,1.0651,-0.73,5.38,5.21,4.86,3.56
202007,-1.41,1.8239,2.6398,7.2846,3.6557,7.61,-0.06,4.79,-3,7.37
202008,-2.97,7.1723,5.364,9.4568,5.3281,0.55,7.88,4.91,5.11,9.17
202009,-2.71,-0.5582,-5.8567,-4.1638,-4.2792,3.12,-6.21,-1.77,-6.11,-4.3
202010,4.25,0.6958,6.2713,-2.8696,0.0648,-3.05,5.65,2.2,0.01,-2.64
202011,2.09,23.143,19.5801,10.4738,18.2128,-12.43,26.95,18.06,26.11,10.13
202012,-1.51,12.7199,8.3908,4.4523,5.7596,-2.32,11.08,8.8,6.42,4.05
202101,3.01,5.8871,10.6155,-0.5979,0.6935,4.5,5.1,14.08,0.71,0.74
202102,7.15,5.848,9.3267,0.3563,11.1704,-7.89,12.81,6.9,9.57,-0.3
202103,7.39,-2.7043,7.1684,2.3154,7.23,-6.14,4.87,-0.12,6.81,-0.48
202104,-0.95,2.563,1.262,6.0793,5.484,1.16,0.42,1.72,3.74,4.75
202105,7.09,-1.6461,6.048,-1,5.4886,0.88,-0.2,2.36,-0.21,-1.01
202106,-7.87,5.5321,-1.3894,4.8194,-3.9974,2.2,1.94,4.35,1.31,3.3
202107,-1.78,-5.5669,-3.7119,3.1122,-2.3,-2.28,-3.42,-5.27,2.26,-0.45
202108,-0.15,2.4939,2.734,3.5727,3.0371,2.45,0.79,2.63,1.86,4.91
202109,5.08,-4.4684,0.5032,-5.449,-0.2526,1.49,-3.02,-1.91,-5.09,-3.21
202110,-0.49,2.9734,3.7682,8.0178,6.2388,3.19,1.61,4.33,4.23,7.89
202111,-0.45,-7.0132,-3.8005,-0.3202,-4.4293,0.88,-6.29,-3.9,-2.89,-3.52
202112,3.26,-0.0285,4.4087,2.5978,4.6821,-2.6,2.45,1.98,4.69,-0.04
202201,12.75,-13.3275,-1.0049,-7.9548,5.2226,-2.6,-10,-10.06,-2.33,-7.46
202202,3.08,-0.0313,2.2397,-3.559,0.3395,1.76,-0.52,2.53,-1.92,-1.44
202203,-1.81,1.7907,0.558,4.3282,1.9377,3.01,0.44,1.59,-0.19,4.7
202204,6.17,-13.5306,-5.5778,-10.5957,-6.2179,4.87,-14.57,-7.3,-12.22,-9.74
202205,8.39,-4.3725,4.1366,-2.6268,5.6393,2.43,-2.66,1.69,-0.93,-0.43
202206,-5.97,-4.3114,-11.2091,-7.2574,-12.2993,0.75,-7.43,-10.18,-11.59,-7.35
202207,-4.05,13.4327,8.7729,11.4394,7.9956,-3.95,11.88,9.75,14.48,8.7
202208,0.29,0.2894,-2.262,-4.7149,-1.5765,2.04,-1.31,0.27,-4.18,-1.66
202209,0.05,-9.3432,-9.7753,-9.1189,-8.5881,3.51,-11.3,-8.72,-11.82,-7.37
202210,8.01,7.279,13.7999,5.4711,14.965,3.96,7.93,13.42,7.53,9.96
202211,1.38,-0.5107,2.5274,5.1241,4.838,-1.98,1.3,1.92,7.44,2.86
202212,1.37,-5.91,-5.3959,-7.1702,-4.9538,4.55,-7.44,-5.14,-10.18,-3.4
202301,-4.01,13.897,8.1936,7.4992,5.1759,-16.01,19.36,5.48,18.35,0.2
202302,-0.81,-2.4126,-1.7028,-1.3885,-3.7135,0.15,-4.44,-1.51,-0.97,-3.6
202303,-8.85,-3.4709,-9.1162,6.7317,-5.3232,-2.47,-6.34,-4.58,7.64,0.93
202304,-0.04,-1.2652,-2.5277,1.0381,2.2148,1.62,-3,-1.46,0.42,2.12
202305,-7.72,0.8681,-4.2857,3.9763,-6.3029,-0.63,-0.44,0.81,5.02,2.51
202306,-0.26,7.5959,8.0918,7.1436,6.1311,-2.37,7.9,6.74,10.94,7.35
202307,4.11,5.133,9.2635,2.9021,6.9958,-3.98,9.82,4.82,5.37,2.4
202308,-1.06,-7.8268,-5.3284,-0.8988,-5.5092,3.77,-7.89,-4.38,-5.19,-1.16
202309,1.52,-6.8099,-6.0807,-5.4008,-3.0848,0.26,-8.18,-6.98,-4.75,-5.44
202310,0.19,-9.1193,-6.2047,-1.796,-4.3317,1.73,-8,-7.48,-4.7,-1.76
202311,1.65,9.8575,10.4886,9.5549,12.2209,2.72,9.15,11.27,7.92,11.24
